target_rxn_IDs	target_rxn_name	flux	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	react_id	gpr	rxn	name	ec	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	blast.status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID	ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
rxn02402_c0	Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)	-0.00213752370537058	rxn02402_Shan	"cpd00011[c0],cpd00012[c0],cpd00873[c0],cpd00067[c0],cpd00103[c0],cpd02333[c0]"	"CO2[c0],PPi[c0],Nicotinate ribonucleotide[c0],H+[c0],PRPP[c0],Quinolinate[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn02402	Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)	TRUE	-1000	0	rxn02402_c0	STY1_bin_1_NODE_205_length_22218_cov_20.398_5057:4239 | STY2_bin_2_NODE_518_length_13993_cov_31.7842_8993:9811 | STY3_bin_1_NODE_525_length_12305_cov_129.733_4975:4157 | STY4_bin_1_NODE_274_length_23835_cov_455.215_18833:19651	QUINOPRIBOTRANS-RXN	quinolinate phosphoribosyltransferase (decarboxylating)	2.4.2.19	UniRef90_O25909	33.213	3.2e-33	126	99	STY1_bin_1_NODE_205_length_22218_cov_20.398	5057	4239	|PWY-5316|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.4.2.19;http://identifiers.org/seed.reaction:rxn02402;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn02402;http://identifiers.org/kegg.reaction:R03348;http://identifiers.org/bigg.reaction:NNDPR;http://identifiers.org/bigg.reaction:NNDPRm;http://identifiers.org/biocyc:META:QUINOPRIBOTRANS-RXN;http://identifiers.org/metanetx.reaction:MNXR101980	MNXR101980	rxn02402	R03348	NNDPR;NNDPRm	QUINOPRIBOTRANS-RXN	|PWY-5316|	nicotine biosynthesis	false	55	4	0	0	RXN-13057 RXN-13060 QUINOPRIBOTRANS-RXN QUINOLINATE-SYNTHA-RXN L-ASPARTATE-OXID-RXN
rxn02507_c0	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)	0.0146120462543057	rxn02507_Shan	"cpd00067[c0],cpd00956[c0],cpd00001[c0],cpd00011[c0],cpd02210[c0]"	"H+[c0],1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate[c0],H2O[c0],CO2[c0],Indoleglycerol phosphate[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn02507	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)	FALSE	0	1000	rxn02507_c0	STY1_bin_1_NODE_247_length_20225_cov_20.2497_13336:14103 | STY2_bin_2_NODE_252_length_20484_cov_33.0599_13662:14429 | STY3_bin_1_NODE_303_length_16163_cov_135.329_2883:2116 | STY4_bin_1_NODE_322_length_21135_cov_514.604_13495:14262	IGPSYN-RXN	indole-3-glycerol phosphate synthase	4.1.1.48	UniRef90_A1VTG7	53.817	1.17e-75	248	98	STY2_bin_2_NODE_252_length_20484_cov_33.0599	13662	14429	|TRPSYN-PWY|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.48;http://identifiers.org/seed.reaction:rxn02507;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn02507;http://identifiers.org/kegg.reaction:R03508;http://identifiers.org/bigg.reaction:IGPS;http://identifiers.org/bigg.reaction:IGPS_1;http://identifiers.org/biocyc:META:IGPSYN-RXN;http://identifiers.org/metanetx.reaction:MNXR100814	MNXR100814	rxn02507	R03508	IGPS;IGPS_1	IGPSYN-RXN	|TRPSYN-PWY|	L-tryptophan biosynthesis	true	100	0	0	0	IGPSYN-RXN PRAISOM-RXN PRTRANS-RXN ANTHRANSYN-RXN RXN0-2382 RXN0-2381
rxn03909_c0	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)	0.0432419267663509	rxn03909_Shan	"cpd00020[c0],cpd00067[c0],cpd00102[c0],cpd00011[c0],cpd08289[c0]"	"Pyruvate[c0],H+[c0],Glyceraldehyde3-phosphate[c0],CO2[c0],1-deoxy-D-xylulose5-phosphate[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn03909	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)	FALSE	0	1000	rxn03909_c0	STY1_bin_1_NODE_50_length_52608_cov_18.6875_28801:30717 | STY2_bin_2_NODE_165_length_25706_cov_30.7156_709:2559 | STY3_bin_1_NODE_204_length_19855_cov_128.54_18662:16803 | STY4_bin_1_NODE_49_length_51601_cov_492.665_26495:28429	DXS-RXN	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	UniRef90_A2SJ46	62.053	0	780	99	STY1_bin_1_NODE_50_length_52608_cov_18.6875	28801	30717	|NONMEVIPP-PWY|	good_blast	threshold	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.2.1.7;http://identifiers.org/seed.reaction:rxn03909;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn03909;http://identifiers.org/kegg.reaction:R05636;http://identifiers.org/bigg.reaction:DXPS;http://identifiers.org/bigg.reaction:DXS;http://identifiers.org/biocyc:META:DXS-RXN;http://identifiers.org/metanetx.reaction:MNXR97831	MNXR97831	rxn03909	R05636	DXPS;DXS	DXS-RXN	|NONMEVIPP-PWY|	methylerythritol phosphate pathway I	true	88	0	1	1	DXS-RXN DXPREDISOM-RXN RXN0-302 RXN0-884 ISPH2-RXN 2.7.1.148-RXN 2.7.7.60-RXN RXN-15878
rxn05344_c0	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	-1.488034912995e-18	rxn05344_Shan	"cpd00067[c0],cpd11466[c0],cpd11492[c0],cpd00011[c0],cpd11485[c0],cpd11493[c0]"	"H+[c0],Myristoyl-ACP[c0],Malonyl-acyl-carrierprotein-[c0],CO2[c0],3-oxohexadecanoyl-acp[c0],ACP[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn05344	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	FALSE	0	1000	rxn05344_c0	((STY1_bin_1_NODE_126_length_30494_cov_23.2643_17300:16554 | STY1_bin_1_NODE_13_length_102798_cov_19.4395_47411:45804 | STY1_bin_1_NODE_13_length_102798_cov_19.4395_44300:45076 | STY1_bin_1_NODE_161_length_26556_cov_35.6779_21936:20326 | STY1_bin_1_NODE_21_length_76331_cov_22.1833_46317:47783 | STY1_bin_1_NODE_23_length_75396_cov_17.9961_55432:56901 | STY1_bin_1_NODE_26_length_72910_cov_20.1249_39501:38725 | STY1_bin_1_NODE_26_length_72910_cov_20.1249_37947:38702 | STY1_bin_1_NODE_26_length_72910_cov_20.1249_46447:45692 | STY1_bin_1_NODE_376_length_16151_cov_28.1383_5703:4981 | STY1_bin_1_NODE_50_length_52608_cov_18.6875_15432:14695 | STY1_bin_1_NODE_64_length_45015_cov_21.4951_18693:20303 | STY1_bin_1_NODE_7673_length_4404_cov_18.719_1074:325 | STY1_bin_1_NODE_80_length_38672_cov_16.9436_31328:32050 | STY1_bin_1_NODE_80_length_38672_cov_16.9436_1662:127 | STY2_bin_2_NODE_112_length_31501_cov_43.1383_17247:16501 | STY2_bin_2_NODE_179_length_24895_cov_31.0939_24797:22875 | STY2_bin_2_NODE_189_length_24332_cov_29.2406_22523:20916 | STY2_bin_2_NODE_189_length_24332_cov_29.2406_19412:20188 | STY2_bin_2_NODE_26_length_56691_cov_33.0094_17908:18684 | STY2_bin_2_NODE_26_length_56691_cov_33.0094_19462:18707 | STY2_bin_2_NODE_26_length_56691_cov_33.0094_10962:11717 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_31473:32195 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_1812:277 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_58063:56594 | STY2_bin_2_NODE_515_length_14056_cov_32.3378_9929:10651 | STY2_bin_2_NODE_558_length_13567_cov_39.6624_9372:7756 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_29729:28263 | STY2_bin_2_NODE_8053_length_4321_cov_30.507_3250:3999 | STY2_bin_2_NODE_84_length_37718_cov_42.6873_10554:12161 | STY3_bin_1_NODE_1231_length_8887_cov_120.417_7316:8851 | STY3_bin_1_NODE_1620_length_7925_cov_70.823_5377:6114 | STY3_bin_1_NODE_167_length_22608_cov_124.224_4366:2900 | STY3_bin_1_NODE_196_length_20685_cov_152.838_3486:4232 | STY3_bin_1_NODE_19_length_68758_cov_129.502_15396:13927 | STY3_bin_1_NODE_2532_length_6702_cov_110.634_3570:1963 | STY3_bin_1_NODE_2532_length_6702_cov_110.634_459:1235 | STY3_bin_1_NODE_347_length_14913_cov_134.15_9363:10085 | STY3_bin_1_NODE_449_length_13120_cov_133.046_10781:10059 | STY3_bin_1_NODE_531_length_12237_cov_137.234_2661:4277 | STY3_bin_1_NODE_7133_length_4400_cov_139.062_1072:323 | STY3_bin_1_NODE_74_length_36673_cov_140.444_10582:12192 | STY3_bin_1_NODE_94_length_32747_cov_133.485_15446:14670 | STY3_bin_1_NODE_94_length_32747_cov_133.485_13892:14647 | STY3_bin_1_NODE_94_length_32747_cov_133.485_23045:22290 | STY4_bin_1_NODE_179_length_29791_cov_515.413_17285:16539 | STY4_bin_1_NODE_252_length_25040_cov_564.091_107:2029 | STY4_bin_1_NODE_2_length_187527_cov_473.197_148191:148967 | STY4_bin_1_NODE_2_length_187527_cov_473.197_149745:148990 | STY4_bin_1_NODE_2_length_187527_cov_473.197_141247:142002 | STY4_bin_1_NODE_4059_length_6677_cov_622.28_1084:335 | STY4_bin_1_NODE_522_length_16192_cov_640.793_5360:6976 | STY4_bin_1_NODE_585_length_15187_cov_463.553_9377:10099 | STY4_bin_1_NODE_59_length_49303_cov_463.386_18936:20402 | STY4_bin_1_NODE_5_length_111668_cov_444.387_80326:79604 | STY4_bin_1_NODE_5_length_111668_cov_444.387_109992:111527 | STY4_bin_1_NODE_5_length_111668_cov_444.387_53759:55228 | STY4_bin_1_NODE_69_length_44927_cov_508.769_18687:20297 | STY4_bin_1_NODE_9_length_100063_cov_443.882_52969:54576 | STY4_bin_1_NODE_9_length_100063_cov_443.882_56086:55328)) | STY1_bin_1_NODE_205_length_22218_cov_20.398_14003:15217 | STY1_bin_1_NODE_80_length_38672_cov_16.9436_32410:33639 | STY1_bin_1_NODE_80_length_38672_cov_16.9436_30330:31292 | STY2_bin_2_NODE_123_length_30482_cov_33.4363_29817:28603 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_32555:33784 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_30475:31437 | STY3_bin_1_NODE_1651_length_7867_cov_136.802_666:1880 | STY3_bin_1_NODE_449_length_13120_cov_133.046_9699:8470 | STY3_bin_1_NODE_449_length_13120_cov_133.046_11779:10817 | STY4_bin_1_NODE_274_length_23835_cov_455.215_9289:8075 | STY4_bin_1_NODE_5_length_111668_cov_444.387_79244:78015 | STY4_bin_1_NODE_5_length_111668_cov_444.387_81324:80362	RXN3O-5304	RXN3O-5304	2.3.1.86	UniRef50_A0A072ZPR9	64.618	0	743	99	STY1_bin_1_NODE_161_length_26556_cov_35.6779	21936	20326	|PWY3O-355|	good_blast	full	Subunit undefined	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.3.1.86;http://identifiers.org/seed.reaction:rxn05344;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn05344;http://identifiers.org/kegg.reaction:R04968;http://identifiers.org/biocyc:META:RXN-9539;http://identifiers.org/metanetx.reaction:MNXR109257	MNXR109257	rxn05344	R04968	NA	RXN-9539	|PWY3O-355|	stearate biosynthesis III (fungi)	true	100	0	0	0	RXN3O-5304 RXN3O-1803 RXN3O-5293 RXN-9624 RXN-20769 RXN-20770
rxn05345_c0	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	0.0149470556577941	rxn05345_Shan	"cpd00067[c0],cpd11468[c0],cpd11492[c0],cpd00011[c0],cpd11491[c0],cpd11493[c0]"	"H+[c0],Dodecanoyl-ACP[c0],Malonyl-acyl-carrierprotein-[c0],CO2[c0],3-oxotetradecanoyl-acp[c0],ACP[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn05345	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	FALSE	0	1000	rxn05345_c0	((STY1_bin_1_NODE_126_length_30494_cov_23.2643_17300:16554 | STY1_bin_1_NODE_13_length_102798_cov_19.4395_47411:45804 | STY1_bin_1_NODE_13_length_102798_cov_19.4395_44300:45076 | STY1_bin_1_NODE_161_length_26556_cov_35.6779_21936:20326 | STY1_bin_1_NODE_21_length_76331_cov_22.1833_46317:47783 | STY1_bin_1_NODE_23_length_75396_cov_17.9961_55432:56901 | STY1_bin_1_NODE_26_length_72910_cov_20.1249_39501:38725 | STY1_bin_1_NODE_26_length_72910_cov_20.1249_37947:38702 | STY1_bin_1_NODE_26_length_72910_cov_20.1249_46447:45692 | STY1_bin_1_NODE_376_length_16151_cov_28.1383_5703:4981 | STY1_bin_1_NODE_50_length_52608_cov_18.6875_15432:14695 | STY1_bin_1_NODE_64_length_45015_cov_21.4951_18693:20303 | STY1_bin_1_NODE_7673_length_4404_cov_18.719_1074:325 | STY1_bin_1_NODE_80_length_38672_cov_16.9436_31328:32050 | STY1_bin_1_NODE_80_length_38672_cov_16.9436_1662:127 | STY2_bin_2_NODE_112_length_31501_cov_43.1383_17247:16501 | STY2_bin_2_NODE_179_length_24895_cov_31.0939_24797:22875 | STY2_bin_2_NODE_189_length_24332_cov_29.2406_22523:20916 | STY2_bin_2_NODE_189_length_24332_cov_29.2406_19412:20188 | STY2_bin_2_NODE_26_length_56691_cov_33.0094_17908:18684 | STY2_bin_2_NODE_26_length_56691_cov_33.0094_19462:18707 | STY2_bin_2_NODE_26_length_56691_cov_33.0094_10962:11717 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_31473:32195 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_1812:277 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_58063:56594 | STY2_bin_2_NODE_515_length_14056_cov_32.3378_9929:10651 | STY2_bin_2_NODE_558_length_13567_cov_39.6624_9372:7756 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_29729:28263 | STY2_bin_2_NODE_8053_length_4321_cov_30.507_3250:3999 | STY2_bin_2_NODE_84_length_37718_cov_42.6873_10554:12161 | STY3_bin_1_NODE_1231_length_8887_cov_120.417_7316:8851 | STY3_bin_1_NODE_1620_length_7925_cov_70.823_5377:6114 | STY3_bin_1_NODE_167_length_22608_cov_124.224_4366:2900 | STY3_bin_1_NODE_196_length_20685_cov_152.838_3486:4232 | STY3_bin_1_NODE_19_length_68758_cov_129.502_15396:13927 | STY3_bin_1_NODE_2532_length_6702_cov_110.634_3570:1963 | STY3_bin_1_NODE_2532_length_6702_cov_110.634_459:1235 | STY3_bin_1_NODE_347_length_14913_cov_134.15_9363:10085 | STY3_bin_1_NODE_449_length_13120_cov_133.046_10781:10059 | STY3_bin_1_NODE_531_length_12237_cov_137.234_2661:4277 | STY3_bin_1_NODE_7133_length_4400_cov_139.062_1072:323 | STY3_bin_1_NODE_74_length_36673_cov_140.444_10582:12192 | STY3_bin_1_NODE_94_length_32747_cov_133.485_15446:14670 | STY3_bin_1_NODE_94_length_32747_cov_133.485_13892:14647 | STY3_bin_1_NODE_94_length_32747_cov_133.485_23045:22290 | STY4_bin_1_NODE_179_length_29791_cov_515.413_17285:16539 | STY4_bin_1_NODE_252_length_25040_cov_564.091_107:2029 | STY4_bin_1_NODE_2_length_187527_cov_473.197_148191:148967 | STY4_bin_1_NODE_2_length_187527_cov_473.197_149745:148990 | STY4_bin_1_NODE_2_length_187527_cov_473.197_141247:142002 | STY4_bin_1_NODE_4059_length_6677_cov_622.28_1084:335 | STY4_bin_1_NODE_522_length_16192_cov_640.793_5360:6976 | STY4_bin_1_NODE_585_length_15187_cov_463.553_9377:10099 | STY4_bin_1_NODE_59_length_49303_cov_463.386_18936:20402 | STY4_bin_1_NODE_5_length_111668_cov_444.387_80326:79604 | STY4_bin_1_NODE_5_length_111668_cov_444.387_109992:111527 | STY4_bin_1_NODE_5_length_111668_cov_444.387_53759:55228 | STY4_bin_1_NODE_69_length_44927_cov_508.769_18687:20297 | STY4_bin_1_NODE_9_length_100063_cov_443.882_52969:54576 | STY4_bin_1_NODE_9_length_100063_cov_443.882_56086:55328)) | STY1_bin_1_NODE_205_length_22218_cov_20.398_14003:15217 | STY1_bin_1_NODE_80_length_38672_cov_16.9436_32410:33639 | STY1_bin_1_NODE_80_length_38672_cov_16.9436_30330:31292 | STY2_bin_2_NODE_123_length_30482_cov_33.4363_29817:28603 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_32555:33784 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_30475:31437 | STY3_bin_1_NODE_1651_length_7867_cov_136.802_666:1880 | STY3_bin_1_NODE_449_length_13120_cov_133.046_9699:8470 | STY3_bin_1_NODE_449_length_13120_cov_133.046_11779:10817 | STY4_bin_1_NODE_274_length_23835_cov_455.215_9289:8075 | STY4_bin_1_NODE_5_length_111668_cov_444.387_79244:78015 | STY4_bin_1_NODE_5_length_111668_cov_444.387_81324:80362	RXN3O-5304	RXN3O-5304	2.3.1.86	UniRef50_A0A072ZPR9	64.618	0	743	99	STY1_bin_1_NODE_161_length_26556_cov_35.6779	21936	20326	|PWY3O-355|	good_blast	full	Subunit undefined	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.3.1.86;http://identifiers.org/seed.reaction:rxn05345;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn05345;http://identifiers.org/kegg.reaction:R04726;http://identifiers.org/biocyc:META:RXN-9535;http://identifiers.org/metanetx.reaction:MNXR109082	MNXR109082	rxn05345	R04726	NA	RXN-9535	|PWY3O-355|	stearate biosynthesis III (fungi)	true	100	0	0	0	RXN3O-5304 RXN3O-1803 RXN3O-5293 RXN-9624 RXN-20769 RXN-20770
rxn09197_c0	Phosphatidylserine decarboxylase (n-C12:0)	7.2567299391757e-13	rxn09197_Shan	"cpd00067[c0],cpd15552[c0],cpd00011[c0],cpd15528[c0]"	"H+[c0],phosphatidylserine didodecanoyl[c0],CO2[c0],phosphatidylethanolamine didodecanoyl[c0]"	"-2,-1,1,1"	"1,1,1,1"	rxn09197	Phosphatidylserine decarboxylase (n-C12:0)	FALSE	0	1000	rxn09197_c0	STY1_bin_1_NODE_21_length_76331_cov_22.1833_34452:33832 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_41594:42214 | STY3_bin_1_NODE_167_length_22608_cov_124.224_16231:16851 | STY4_bin_1_NODE_59_length_49303_cov_463.386_7071:6451	PHOSPHASERDECARB-RXN	phosphatidylserine decarboxylase	4.1.1.65	UniRef90_A4SXR2	52.404	3.5e-63	210	96	STY1_bin_1_NODE_21_length_76331_cov_22.1833	34452	33832	|PWY-5669|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.65;http://identifiers.org/seed.reaction:rxn09197;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-5669|	phosphatidylserine and phosphatidylethanolamine biosynthesis I	true	100	0	0	0	PHOSPHASERSYN-RXN PHOSPHASERDECARB-RXN
rxn09198_c0	Phosphatidylserine decarboxylase (n-C14:0)	1.4379247345689e-19	rxn09198_Shan	"cpd00067[c0],cpd15553[c0],cpd00011[c0],cpd15529[c0]"	"H+[c0],phosphatidylserine ditetradecanoyl[c0],CO2[c0],phosphatidylethanolamine ditetradecanoyl[c0]"	"-2,-1,1,1"	"1,1,1,1"	rxn09198	Phosphatidylserine decarboxylase (n-C14:0)	FALSE	0	1000	rxn09198_c0	STY1_bin_1_NODE_21_length_76331_cov_22.1833_34452:33832 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_41594:42214 | STY3_bin_1_NODE_167_length_22608_cov_124.224_16231:16851 | STY4_bin_1_NODE_59_length_49303_cov_463.386_7071:6451	PHOSPHASERDECARB-RXN	phosphatidylserine decarboxylase	4.1.1.65	UniRef90_A4SXR2	52.404	3.5e-63	210	96	STY1_bin_1_NODE_21_length_76331_cov_22.1833	34452	33832	|PWY-5669|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.65;http://identifiers.org/seed.reaction:rxn09198;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-5669|	phosphatidylserine and phosphatidylethanolamine biosynthesis I	true	100	0	0	0	PHOSPHASERSYN-RXN PHOSPHASERDECARB-RXN
rxn09200_c0	Phosphatidylserine decarboxylase (n-C16:0)	-1.91330002673379e-15	rxn09200_Shan	"cpd00067[c0],cpd15555[c0],cpd00011[c0],cpd15531[c0]"	"H+[c0],phosphatidylserine dihexadecanoyl[c0],CO2[c0],phosphatidylethanolamine dihexadecanoyl[c0]"	"-2,-1,1,1"	"1,1,1,1"	rxn09200	Phosphatidylserine decarboxylase (n-C16:0)	FALSE	0	1000	rxn09200_c0	STY1_bin_1_NODE_21_length_76331_cov_22.1833_34452:33832 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_41594:42214 | STY3_bin_1_NODE_167_length_22608_cov_124.224_16231:16851 | STY4_bin_1_NODE_59_length_49303_cov_463.386_7071:6451	PHOSPHASERDECARB-RXN	phosphatidylserine decarboxylase	4.1.1.65	UniRef90_A4SXR2	52.404	3.5e-63	210	96	STY1_bin_1_NODE_21_length_76331_cov_22.1833	34452	33832	|PWY-5669|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.65;http://identifiers.org/seed.reaction:rxn09200;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-5669|	phosphatidylserine and phosphatidylethanolamine biosynthesis I	true	100	0	0	0	PHOSPHASERSYN-RXN PHOSPHASERDECARB-RXN
rxn09202_c0	Phosphatidylserine decarboxylase (n-C18:0)	0.0028175379814368	rxn09202_Shan	"cpd00067[c0],cpd15557[c0],cpd00011[c0],cpd15533[c0]"	"H+[c0],phosphatidylserine dioctadecanoyl[c0],CO2[c0],phosphatidylethanolamine dioctadecanoyl[c0]"	"-2,-1,1,1"	"1,1,1,1"	rxn09202	Phosphatidylserine decarboxylase (n-C18:0)	FALSE	0	1000	rxn09202_c0	STY1_bin_1_NODE_21_length_76331_cov_22.1833_34452:33832 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_41594:42214 | STY3_bin_1_NODE_167_length_22608_cov_124.224_16231:16851 | STY4_bin_1_NODE_59_length_49303_cov_463.386_7071:6451	PHOSPHASERDECARB-RXN	phosphatidylserine decarboxylase	4.1.1.65	UniRef90_A4SXR2	52.404	3.5e-63	210	96	STY1_bin_1_NODE_21_length_76331_cov_22.1833	34452	33832	|PWY-5669|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.65;http://identifiers.org/seed.reaction:rxn09202;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-5669|	phosphatidylserine and phosphatidylethanolamine biosynthesis I	true	100	0	0	0	PHOSPHASERSYN-RXN PHOSPHASERDECARB-RXN
rxn10232_c0	isoheptadecanoyl-phosphatidylserine decarboxylase	0.00281753798140016	rxn10232_Shan	"cpd00067[c0],cpd15689[c0],cpd00011[c0],cpd15695[c0]"	"H+[c0],Diisoheptadecanoylphosphatidylserine[c0],CO2[c0],Diisoheptadecanoylphosphatidylethanolamine[c0]"	"-2,-1,1,1"	"1,1,1,1"	rxn10232	isoheptadecanoyl-phosphatidylserine decarboxylase	TRUE	-1000	1000	rxn10232_c0	STY1_bin_1_NODE_21_length_76331_cov_22.1833_34452:33832 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_41594:42214 | STY3_bin_1_NODE_167_length_22608_cov_124.224_16231:16851 | STY4_bin_1_NODE_59_length_49303_cov_463.386_7071:6451	PHOSPHASERDECARB-RXN	phosphatidylserine decarboxylase	4.1.1.65	UniRef90_A4SXR2	52.404	3.5e-63	210	96	STY1_bin_1_NODE_21_length_76331_cov_22.1833	34452	33832	|PWY-5669|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.65;http://identifiers.org/seed.reaction:rxn10232;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-5669|	phosphatidylserine and phosphatidylethanolamine biosynthesis I	true	100	0	0	0	PHOSPHASERSYN-RXN PHOSPHASERDECARB-RXN
rxn10233_c0	anteisoheptadecanoyl-phosphatidylserine decarboxylase	0.00281753798140016	rxn10233_Shan	"cpd00067[c0],cpd15690[c0],cpd00011[c0],cpd15696[c0]"	"H+[c0],Dianteisoheptadecanoylphosphatidylserine[c0],CO2[c0],Dianteisoheptadecanoylphosphatidylethanolamine[c0]"	"-2,-1,1,1"	"1,1,1,1"	rxn10233	anteisoheptadecanoyl-phosphatidylserine decarboxylase	TRUE	-1000	1000	rxn10233_c0	STY1_bin_1_NODE_21_length_76331_cov_22.1833_34452:33832 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_41594:42214 | STY3_bin_1_NODE_167_length_22608_cov_124.224_16231:16851 | STY4_bin_1_NODE_59_length_49303_cov_463.386_7071:6451	PHOSPHASERDECARB-RXN	phosphatidylserine decarboxylase	4.1.1.65	UniRef90_A4SXR2	52.404	3.5e-63	210	96	STY1_bin_1_NODE_21_length_76331_cov_22.1833	34452	33832	|PWY-5669|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.65;http://identifiers.org/seed.reaction:rxn10233;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-5669|	phosphatidylserine and phosphatidylethanolamine biosynthesis I	true	100	0	0	0	PHOSPHASERSYN-RXN PHOSPHASERDECARB-RXN
